id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,Lincoln Square,41.96293,-87.69358000000001,Entire home/apt,80,2,175,2020-09-07,2.24,1,122
2487272,U of C Hospital/Campus Rooms,12728248,Judy,Hyde Park,41.79667,-87.58998000000001,Private room,65,10,3,2019-07-30,0.11,2,89
2496594,Chicago MostWanted LOCATION Mag Mil,3965428,Rob,Near North Side,41.89009,-87.62304,Entire home/apt,140,31,4,2014-11-05,0.05,73,365
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,West Town,41.900059999999996,-87.68096,Entire home/apt,69,5,153,2020-08-04,1.93,1,35
2509508,Entire Condo near Univ. of Chicago,528231,Ray,Kenwood,41.81207,-87.60417,Entire home/apt,60,3,18,2014-11-03,0.23,1,0
2510602,2 bedroom MAG MIL Roof Top Hot Tub,3965428,Rob,Near North Side,41.89076,-87.62276999999999,Entire home/apt,225,31,4,2015-05-25,0.06,73,365
2512247,Furnished Gold Coast studio #402,2153,Linda,Near North Side,41.90143,-87.63273000000001,Entire home/apt,48,30,4,2019-12-08,0.05,2,7
2512850,The Green Room In Andersonville,9313520,Taylor,Uptown,41.97487,-87.67027,Private room,48,2,285,2020-09-04,3.69,1,360
2515100,Cute Private Rm in Trendy Hood!,6118013,Jason And Ela,West Town,41.89907,-87.68085,Private room,55,2,192,2019-10-08,2.42,2,0
2515629,Cool United Center and Rush Medical District Space,12877384,Tanya,East Garfield Park,41.88342,-87.69618,Private room,30,3,128,2020-02-22,1.7,2,167
2519442,"Warm Cozy Guest Suite, Private Bath",7858620,Cynthia,Washington Park,41.79599,-87.62355,Private room,80,2,82,2020-02-16,1.05,1,364
2543231,Private room near Downtown,2850286,Amado,Lower West Side,41.8579,-87.65104000000001,Private room,65,2,220,2020-03-15,2.79,1,89
2552219,Yellow Door Chicago Bungalow,13066610,Kirby,Irving Park,41.95163,-87.71651,Entire home/apt,160,2,3,2019-10-20,0.22,1,0
2564678,Chicago Women's Residence/Cowgirls,5654677,Urban Art,North Lawndale,41.85448,-87.70787,Private room,45,2,6,2019-10-13,0.09,4,179
2570620,"Basement Studio w/Free St. Parking, Humboldt Park",1214607,Coral,Humboldt Park,41.89826,-87.70336,Entire home/apt,45,1,552,2020-09-19,7.16,2,147
2583929,Next to McCormick Desk WIFI w/ KING BED +Laundry,3965428,Rob,Near South Side,41.8537,-87.62338000000001,Entire home/apt,120,60,16,2018-06-02,0.21,73,365
2585378,Prime Wicker Park spot+big apartment+free parking,13237444,Ryan,West Town,41.90772,-87.68121,Entire home/apt,93,40,20,2019-10-21,0.42,1,245
2604345,Hyde Park / Kenwood. U of Chicago & Hospital.,1385332,Patt,Kenwood,41.80458,-87.60508,Private room,35,20,25,2020-01-21,0.32,12,364
2604454,Cozy Single-Family Home near University of Chicago,13339125,Greg,Hyde Park,41.789770000000004,-87.58915999999999,Entire home/apt,125,1,104,2020-02-16,1.4,2,0
2619937,Chicago Bungalow is no longer for rent.,358406,Daina,West Ridge,41.98681,-87.69806,Entire home/apt,136,1,7,2016-09-17,0.1,1,83
2658946,Lincoln Park Loft at the Zoo - 2 bedrooms/2bath,10363033,Jessica,Lincoln Park,41.91755,-87.63592,Entire home/apt,161,1,461,2020-04-26,5.86,3,0
2661465,GREAT LOCATION SPECTACULAR VIEWS + BALCONY,3965428,Rob,Loop,41.886179999999996,-87.61888,Entire home/apt,120,31,25,2018-06-29,0.32,73,365
2671680,Magnolia Airbnb,13462463,Soo,Edgewater,41.98705,-87.66228000000001,Private room,80,4,83,2020-08-15,1.06,1,352
2679456,2BD Great Views Modern Luxury  w/POOL,3965428,Rob,Near South Side,41.852109999999996,-87.6216,Entire home/apt,200,90,6,2015-06-24,0.08,73,365
2688739,Luxury finishes in vintage wood trimmed apartment,12416635,David,Near West Side,41.86759,-87.68204,Private room,87,1,31,2018-08-25,0.4,3,324
2693387,"The Bucktown Penthouse Family, Business, Friends",13783917,Nora,Logan Square,41.914320000000004,-87.6737,Entire home/apt,145,1,100,2020-09-02,2.66,1,6
2695259,Grand Vintage Lincoln Park Penthouse - 2 Bedrooms.,13793246,Kristi,Lincoln Park,41.93227,-87.64879,Entire home/apt,106,1,109,2020-09-09,2.94,1,5
2715815,GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,3965428,Rob,Near South Side,41.85445,-87.62432,Entire home/apt,100,31,15,2020-07-03,0.2,73,365
2730613,Sweet Spacious Suite: Country in the City,13975150,Jan,Morgan Park,41.68612,-87.67735,Entire home/apt,79,2,133,2020-07-10,1.72,2,24
2731202,"Cozy ""Faux"" Cabin Suite /Fireplace",13975150,Jan,Morgan Park,41.68582,-87.68066999999999,Entire home/apt,89,30,140,2020-05-03,2.12,2,307
2764548,Modern 1 bedroom in Rogers Park!,10347187,David,Rogers Park,42.00598,-87.67211,Entire home/apt,80,2,146,2020-03-16,1.95,1,205
2782345,"1 Bed/Bath. Near Lake, Zoo, Wrigley",14230480,Brian,Lincoln Park,41.92985,-87.64353,Entire home/apt,124,3,74,2019-11-29,0.95,1,365
2817608,"Luxury Two Bedroom, Two Bathroom Apartment",791089,Conrad,Lake View,41.94278,-87.67220999999999,Entire home/apt,289,3,13,2019-10-14,0.17,4,365
2819982,"McCormick Modern New 2 beds Luxury , Pool, HotTub",3965428,Rob,Near South Side,41.85235,-87.6216,Entire home/apt,200,60,8,2016-12-02,0.1,73,364
2824585,#54-Home away from home- Safe place,13389580,Ed,Dunning,41.94435,-87.79969,Private room,33,2,18,2020-08-30,0.23,4,365
2832376,Modern 1 Bedroom w/POOL HOT TUB Luxury,3965428,Rob,Near South Side,41.854409999999994,-87.62151,Entire home/apt,135,31,7,2018-07-07,0.1,73,365
2836339,Stay In the Center w/ Pool Gym Long Term Furnished,3965428,Rob,Near North Side,41.89098,-87.62238,Entire home/apt,145,32,5,2015-01-18,0.07,73,365
2837146,Urban Farm + Bikes in Roscoe Village,4009750,Matt,North Center,41.94795,-87.68314000000001,Entire home/apt,119,2,169,2020-09-06,2.21,2,348
2844042,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",8813383,Mindy + Tony,West Town,41.89425,-87.68468,Entire home/apt,78,28,147,2020-01-06,1.9,4,323
2874467,Navy Pier Experience at Ellis Place,2465946,Becky & John,Oakland,41.828720000000004,-87.60826,Private room,53,1,194,2020-02-16,2.5,4,352
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,West Town,41.902429999999995,-87.67028,Entire home/apt,172,2,98,2020-09-11,2.03,1,144
2875902,Amazing 2BR/2BA MICHIGAN AVE and Loop View!,3965428,Rob,Loop,41.88766,-87.61754,Entire home/apt,220,32,5,2014-07-10,0.06,73,365
2879976,Private Room (blue)-Avondale near blueline CTA,14645112,Valerie,Avondale,41.93758,-87.7124,Private room,78,1,249,2020-03-10,3.26,2,356
2907112,West Loop Modern Urban Retreat,6264764,Jeff And Jennifer,Near West Side,41.88523,-87.65195,Private room,136,4,57,2020-02-17,0.75,2,328
2907500,The Red Room,11231030,Erik,West Lawn,41.78355,-87.72894000000001,Private room,34,1,307,2020-09-07,4.12,2,363
2934604,"Cozy Wicker Park, Chicago Apartment",9791233,John,West Town,41.9044,-87.67145,Entire home/apt,159,1,269,2020-08-17,3.52,1,0
2979322,One Bedroom Suite in Lincoln Park,33561,Mary,Lincoln Park,41.92049,-87.65789000000001,Entire home/apt,200,28,6,2019-11-23,0.08,1,316
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,South Shore,41.77293,-87.56951,Entire home/apt,70,32,245,2019-10-23,3.17,1,295
3052275,Amazing Private House Right at the Center of CHI,10350152,Bernie,Near North Side,41.90263,-87.64155,Private room,100,1,71,2019-06-07,0.94,2,0
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,Logan Square,41.91548,-87.67451,Entire home/apt,64,1,278,2020-09-20,3.6,1,116
3061036,Private Room-sunny loft.  McCormick place/downtown,1876022,Leslie,Near South Side,41.85298,-87.62761,Private room,85,1,499,2020-09-13,6.46,1,152
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark And Collette,Lincoln Square,41.96315,-87.6804,Entire home/apt,150,3,95,2019-06-26,1.54,1,294
3088192,Logan Square Apartment,15710890,Paul & Sarah,Logan Square,41.93156,-87.71161,Entire home/apt,150,1,394,2020-03-15,5.18,1,320
3094937,Beautiful Roscoe Village Apartment!,15739917,Rachel,North Center,41.94425,-87.68670999999999,Entire home/apt,74,1,20,2019-05-27,0.26,1,0
3105733,King Bed in Private room in 3 BR,12416635,David,Near West Side,41.86823,-87.68483,Private room,97,1,24,2020-03-30,0.31,3,203
3111197,"Beautiful, large, light-filled 1Bd",5863711,Masha,Rogers Park,42.00529,-87.67761,Entire home/apt,130,3,44,2018-10-08,0.58,1,365
3138825,"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",9339313,Leon,Lower West Side,41.85683,-87.65249,Entire home/apt,55,1,436,2020-06-21,5.68,11,363
3143254,Magnificent Mile Experience at Ellis Place,2465946,Becky & John,Oakland,41.82875,-87.60826,Private room,63,1,258,2020-08-04,3.4,4,356
3191655,Artist's Home Studio Next to Train,8333695,Melissa,Albany Park,41.96697,-87.70906,Entire home/apt,106,3,13,2017-10-22,0.17,1,89
3217145,Pride Perfect Boystown-PVT KG Bed/Roscoe Halsted,16292516,Michael,Lake View,41.93493,-87.6462,Private room,181,1,242,2019-10-14,3.16,4,364
3267902,Ravenswood Guest House Annex,2676165,Richard,Edgewater,41.9895,-87.66685,Entire home/apt,89,2,274,2020-09-07,3.58,1,203
3293564,The Roscoe House: Onyx Room,5960265,Garrett And Courtney,Lake View,41.94465,-87.65477,Private room,70,2,50,2020-02-16,0.67,4,316
3295017,The Roscoe House: Master Bedroom,5960265,Garrett And Courtney,Lake View,41.94276,-87.65498000000001,Private room,69,2,23,2020-03-15,0.31,4,316
3298786,Private ROOM (pink)-Avondale near blueline CTA,14645112,Valerie,Avondale,41.93625,-87.71245,Private room,78,1,78,2019-11-11,1.05,2,347
3302759,Chicago duplex-perfect for groups!,16680094,Shana & Mike,West Town,41.89885,-87.68007,Entire home/apt,279,2,156,2020-03-08,2.15,3,137
3303813,The Roscoe House: Green Room,5960265,Garrett And Courtney,Lake View,41.94279,-87.65548000000001,Private room,70,2,81,2020-02-16,1.06,4,314
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,Near West Side,41.8867,-87.64338000000001,Entire home/apt,299,2,38,2020-02-16,0.78,2,361
3329088,East Garfield Park 2 Bedroom,16807770,William,East Garfield Park,41.88373,-87.70718000000001,Entire home/apt,82,2,89,2019-11-11,1.17,1,169
3376665,Private room and private bath in luxury condo,3533788,Janet,West Town,41.90968,-87.69768,Private room,91,2,63,2019-10-15,0.96,1,365
3434136,Beautiful West Lakeview location,17217012,Janet,Lake View,41.9402,-87.65133,Private room,75,2,143,2017-10-30,1.9,2,365
3453656,Private large room with your own bathroom,17405364,Jennifer,Rogers Park,41.99993,-87.66844,Private room,48,7,34,2020-03-18,0.53,2,109
3497096,Vintage Lincoln Park Apt - Perfect for Long-Term,4336170,Catrina,Lincoln Park,41.92709,-87.66337,Entire home/apt,62,4,17,2020-08-29,0.23,2,299
3517984,Private room w/bath in urban canopy,11294056,Amanda,Hyde Park,41.7998,-87.59380999999999,Private room,75,1,307,2020-03-21,4.13,1,304
3521727,Penthouse condo w/ private roof deck! 2BR / 2 BA,17733782,Brittany,Lake View,41.940090000000005,-87.65697,Entire home/apt,230,30,9,2018-07-22,0.12,1,0
3534562,Stylish Lincoln Park 2BR w/patio,2013410,Peter,Lincoln Park,41.92716,-87.65788,Entire home/apt,89,1,359,2020-05-13,4.89,1,0
3563297,Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,6118013,Jason And Ela,West Town,41.90182,-87.68401999999999,Private room,55,2,175,2019-11-11,2.32,2,0
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vas,Logan Square,41.9293,-87.72039000000001,Entire home/apt,50,31,142,2020-09-15,1.9,3,308
3571862,DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA,3965428,Rob,Loop,41.88626,-87.61621,Entire home/apt,150,31,12,2017-07-27,0.16,73,365
3585870,Ideal Location in Logan Square 1BR,2058872,Jake,Logan Square,41.92245,-87.70345,Entire home/apt,130,2,224,2020-06-30,2.99,1,180
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke & Ligia,Edgewater,41.99041,-87.66022,Private room,39,20,33,2019-08-24,0.44,3,329
3627357,Perfect Lincoln Park Apt+Huge Deck,18273211,Nikki,Lincoln Park,41.925290000000004,-87.66642,Entire home/apt,199,2,66,2019-10-21,0.88,1,365
3634631,Perfect for One in Charming home.,2453507,Estelle,Rogers Park,42.00355,-87.6738,Private room,71,3,13,2017-09-16,0.2,3,364
3638346,Gorgeous Private Bed/Bath Steps From the Lake,18353689,Marika,Rogers Park,42.00565,-87.6633,Private room,103,2,117,2020-03-14,1.57,1,170
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,Irving Park,41.96024,-87.72159,Entire home/apt,69,7,28,2020-09-13,0.38,2,359
3639045,Modern suite in Victorian Garden setting.,8607123,Grainne,Edgewater,41.99783,-87.67373,Entire home/apt,65,30,4,2020-08-23,0.17,2,310
3666681,NEW ULTRA LUXURY CONDO RIVER-NORTH Roof-Top Pool,3965428,Rob,Near North Side,41.88975,-87.63425,Entire home/apt,135,30,14,2019-09-11,0.19,73,365
3689246,River North Stunner,17887470,Loren,Near North Side,41.89768,-87.6437,Entire home/apt,263,2,34,2019-10-17,0.46,1,180
3696178,Beautiful condo close to the beach,18742622,Barbara,Rogers Park,42.021390000000004,-87.67363,Private room,60,3,53,2020-01-19,0.81,2,253
3697283,"20 Mins to Downtown Chgo, 8 Mins to McCormick",241738,Karen,Grand Boulevard,41.81793,-87.61796,Private room,85,2,11,2019-10-23,0.27,1,364
3731110,Studio Apartment in Gold Coast,19066652,Tunde,Near North Side,41.90275,-87.6311,Entire home/apt,100,2,141,2020-02-16,2.14,1,0
3760040,Pride Perfect/Boystown-PVT-QN Bed/Roscoe  Halsted,16292516,Michael,Lake View,41.942240000000005,-87.65137,Private room,148,1,144,2019-10-13,1.93,4,364
3761023,"Free parking, close to public transit, dining",14015437,Andrew &  Diane,Bridgeport,41.83514,-87.64774,Entire home/apt,65,5,42,2020-07-14,0.81,1,75
3783533,"""Home Away from Home"" - Free Street Parking!",19416379,Glenda,Humboldt Park,41.89806,-87.7034,Entire home/apt,86,1,294,2020-09-07,4.01,1,128
3797518,DrM Spacious Clean Convenient,18818038,Darrell,South Shore,41.77189,-87.57458000000001,Private room,100,3,2,2015-08-04,0.03,1,365
3798482,"Bright, Clean, Cozy, Comfy Bed! 7Min Walk To Metro",498240,Justin,Logan Square,41.919990000000006,-87.69001999999999,Private room,54,2,170,2019-10-20,2.76,1,0
3809530,Best location in Chicago! Superhost,19578992,Laura,West Town,41.89983,-87.67349,Entire home/apt,254,1,100,2018-10-08,1.35,3,364
3811926,The Blue Room,11231030,Erik,West Lawn,41.783840000000005,-87.72759,Private room,34,1,413,2020-09-06,5.54,2,360
3828422,"Lakefront, Downtown, World Champion Cubs Baseball",4727270,Sheila,Lake View,41.95037,-87.6457,Private room,101,1,37,2019-10-20,0.57,2,232
3835961,"Sunny, Classy Condo in Chicago",689354,Seung-Won Stella,West Ridge,42.0059,-87.68285999999999,Private room,55,3,2,2019-10-31,0.15,2,0
3897045,Chic and modern - Best location in Chicago,3843347,Andrea,Near North Side,41.894220000000004,-87.62595999999999,Entire home/apt,105,30,26,2020-06-30,0.35,3,285
3898355,"South loop 1 bedroom apt, parking & fast WiFi",9339313,Leon,Lower West Side,41.855309999999996,-87.65411,Entire home/apt,37,1,397,2020-05-02,5.36,11,0
3907071,2 A Walk in Hyde Park,2140,Lois,Hyde Park,41.7961,-87.5929,Private room,25,1,70,2020-07-18,0.97,5,263
3924599,Unique and Chic 1,4010906,Bobbie,Grand Boulevard,41.818740000000005,-87.61439,Private room,115,28,6,2019-10-23,0.08,7,365
3932775,"Andersonville 1-bdrm, private bath!",20374657,Shelly,Uptown,41.97355,-87.66141999999999,Private room,80,2,25,2017-10-02,0.46,1,78
3944822,The Perfect Wicker Park Studio,16396473,Jessica,West Town,41.91088,-87.67704,Entire home/apt,90,14,322,2020-08-20,4.46,1,331
3946324,Welcoming All: Tudor Home  Warm Community 1E,20449664,John,Dunning,41.94148,-87.79432,Private room,85,2,22,2019-10-13,0.3,4,269
3953322,Spacious Luxury Townhouse - Old Town,20490917,Robert,Lincoln Park,41.91422,-87.63981,Entire home/apt,184,3,149,2020-05-31,2.64,2,261
3953841,Spacious bedroom with Balcony,20494609,Chad,Rogers Park,42.0061,-87.66298,Private room,80,2,39,2020-03-18,0.55,2,304
3953880,Spacious Bedroom in E. Rogers Park,20494609,Chad,Rogers Park,42.00493,-87.66471,Private room,80,3,27,2019-12-15,0.54,2,355
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,20528154,Gabriela,Near West Side,41.88371,-87.68629,Entire home/apt,96,3,68,2020-09-07,0.92,1,60
3970529,"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",10954148,Helen,Logan Square,41.9197,-87.67985999999999,Entire home/apt,150,4,109,2020-01-04,1.49,1,19
3979385,Private 3rd Floor Apartment,20624213,Karen,Uptown,41.95717,-87.64828,Entire home/apt,125,2,223,2020-09-15,3.02,1,345
3979425,Brand New Duplex Humboldt / Ukrainian border,20624315,Molly,West Town,41.901270000000004,-87.69165,Entire home/apt,135,3,3,2017-07-17,0.06,1,0
3983057,4 Cooperative Living in Hyde Park,2140,Lois,Hyde Park,41.7961,-87.5929,Private room,26,1,52,2020-08-08,0.79,5,263
3984079,5 Sabbatical in Hyde Park,2140,Lois,Hyde Park,41.7961,-87.5929,Entire home/apt,100,1,11,2019-08-05,0.2,5,168
3984383,Private room in house on Professor's Row at U of C,13339125,Greg,Hyde Park,41.7898,-87.58961,Private room,59,1,47,2019-09-22,0.65,2,0
4011519,1 A Hyde Park Co-op Living,2140,Lois,Hyde Park,41.7961,-87.5929,Private room,21,1,43,2020-01-31,0.61,5,263
4051574,Private 1br 1ba - Boystown/Wrigleyville,21009309,Joshua,Lake View,41.93869,-87.64426,Private room,79,1,21,2018-08-13,0.34,2,0
4051584,Private Space in Center of Boystown,21009309,Joshua,Lake View,41.94061,-87.64544000000001,Entire home/apt,132,3,32,2019-12-01,0.44,2,0
4067870,Casa Corazón (N) near Rush / UIC,1559157,Amanda,Lower West Side,41.848279999999995,-87.68021,Private room,70,2,84,2020-08-04,1.21,3,365
4075630,Cutest Wicker Park 1-BDRM - Longterm Available!,16864162,Brittany,West Town,41.904270000000004,-87.66726,Entire home/apt,104,4,313,2020-08-16,4.33,3,232
4092283,Arrive in a Beautiful Loft Style Apartment,10363033,Jessica,Lincoln Park,41.91752,-87.6358,Entire home/apt,164,1,426,2020-04-07,5.85,3,0
4105283,"Beach, Loyola, Sunshine + Cuddly Pups!",18649856,Rachel,Edgewater,41.99673,-87.6626,Private room,38,2,202,2019-10-19,2.78,1,78
4112130,Hip & Modern Chicago/ Wicker Park 2 BDRM!!,16864162,Brittany,West Town,41.90531,-87.66735,Entire home/apt,135,30,259,2020-03-22,3.55,3,294
4133737,Great Room in Logan Square,2627699,Chris,Logan Square,41.927690000000005,-87.70003,Private room,50,1,310,2020-01-15,4.26,1,168
4150121,Stunning Chicago Loft Near Wrigley Field,2441500,Lisa,Lake View,41.949659999999994,-87.64745,Entire home/apt,144,1,346,2020-08-15,4.79,1,309
4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,Uptown,41.96705,-87.65772,Private room,81,1,73,2020-07-19,1.13,1,364
4173269,Spectacular Lincoln Park Garden Apt,15390297,Bozena,Lincoln Park,41.919940000000004,-87.64386999999999,Entire home/apt,125,2,281,2020-03-02,3.87,1,47
4178970,2 bdrm apt ideally located in Lakeview area,8852597,Hector,Lake View,41.93473,-87.65801,Entire home/apt,186,2,49,2019-10-20,0.68,3,89
4214683,"Private Room, Mid City, Vintage, Comfortable",21872907,Tamiz,Irving Park,41.95037,-87.71123,Private room,86,2,84,2020-01-01,1.17,1,178
4243309,Private bed/bathroom in East Lakeview/Wrigleyville,21924626,Nathan,Lake View,41.94278,-87.64898000000001,Private room,64,1,286,2020-09-19,4.08,2,352
4243905,Historic house in hip Logan Square,22022871,Jill,Logan Square,41.927209999999995,-87.69733000000001,Entire home/apt,215,2,32,2020-02-23,0.51,1,300
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,Edgewater,41.99638,-87.66284,Private room,60,2,57,2020-08-17,0.79,2,355
4263439,Historical beauty minutes from the Lake and DT,151658,Anne,Near North Side,41.905159999999995,-87.6291,Entire home/apt,80,2,130,2020-09-14,1.84,1,184
4264117,Access to action in Lincoln Square,1368349,Nancy,Lincoln Square,41.96739,-87.68366999999999,Entire home/apt,58,1,19,2020-03-01,0.34,1,325
4278432,2BD in Lincoln Square Neighborhood,19538870,Jackie,Lincoln Square,41.96841,-87.6851,Entire home/apt,150,3,78,2019-11-06,1.1,1,263
4278818,Unique and Chic 2,4010906,Bobbie,Grand Boulevard,41.81954,-87.61594000000001,Private room,118,28,11,2019-10-22,0.17,7,365
